Player,Player ID,Age,Speciality,Exp,TSI,Salary,Form,Condition,Character,Aggressiveness,Honesty,Leadership,GK,DEF,PM,WG,PASS,SCO,SP,Last_Skills_Update
"Marcin Zdyb,484966988,19.048,,nędzny,510,1160,5,6,sympatyczny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Michael Steinbrecher,484881200,19.079,Q,nędzny,460,1280,6,5,złośliwy,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Rafal Czapski,484993906,19.056,,nędzny,1450,3400,5,6,kontrowersyjny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Boguslaw Struminski,484878409,19.08,,nędzny,550,2200,6,5,sympatyczny,z charakterem,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Krzesiek,484933922,19.065,T,nędzny,1140,1520,7,8,złośliwy,zrównoważony,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Kornel Kasperuk,484916995,20.103,U,nędzny,110,1000,5,5,złośliwy,opanowany,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jan Jamiolkowski,484875827,20.08,,nędzny,930,3000,4,5,kontrowersyjny,spokojny,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Wilhelm Cydzik,484917542,19.001,,nędzny,1060,1640,2,5,przyjemny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Konat,484958659,19.062,T,nędzny,440,1160,5,4,kontrowersyjny,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Szymon Mol,484928496,19.086,H,fatalny,150,1080,3,5,kontrowersyjny,zrównoważony,nieuczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Jaroslaw Maciejak,485001669,19.06,,nędzny,2060,3800,6,6,popularny,z charakterem,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Kaluzny,484898157,19.097,,nędzny,600,1160,5,5,złośliwy,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marian Skubala,484897071,19.066,,nędzny,460,1240,3,6,sympatyczny,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Pakiela,484970747,19.072,T,nędzny,480,1160,5,4,kontrowersyjny,opanowany,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Ryszard Lubiak,484986544,20.039,H,nędzny,360,1160,3,6,sympatyczny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Bartlomiej Klimala,485009736,19.013,,nędzny,1270,1320,5,5,przyjemny,opanowany,szlachetny,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Fabrycjusz Zubrycki,484971735,21.077,Q,fatalny,1020,1600,4,6,kontrowersyjny,z charakterem,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Edward Samul,484924137,19.075,H,nędzny,590,1280,7,4,złośliwy,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Boleslaw Drogowski,484969367,19.061,H,nędzny,1190,1280,6,5,kontrowersyjny,z charakterem,szlachetny,słaby,-,-,-,-,-,-,-,08.08.2024"
"Gwidon Cichowicz,484996306,19.076,,nędzny,430,1160,5,5,przyjemny,spokojny,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Dominik Wojcikiewicz,484985747,19.105,U,fatalny,380,1000,5,6,złośliwy,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Jalosinski,484908458,19.066,,nędzny,3430,2040,7,6,popularny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Dominik Kruszona,484935365,20.033,P,nędzny,570,1080,7,6,sympatyczny,z charakterem,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jakub Mol,484969867,21.017,P,fatalny,1000,1160,6,8,kontrowersyjny,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Zbigniew Rusek,484929579,18.078,,fatalny,2780,1560,6,6,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Joachim Grzegorzyca,484986073,19.102,,nędzny,670,1240,5,4,popularny,opanowany,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Igor Kander,484967912,19.017,,nędzny,960,1480,8,7,sympatyczny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Grzegorz Oworuszko,484967008,18.084,,nędzny,1190,2120,3,7,kontrowersyjny,spokojny,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Kazimierz Dziubdziela,484877121,19.083,,nędzny,1170,3320,4,6,sympatyczny,porywczy,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Michal Dorsz,484965491,19.067,,nędzny,300,1240,3,6,kontrowersyjny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Pawel Torzewski,484950277,19.062,Q,fatalny,210,1000,4,4,kontrowersyjny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Hubert Rusinski,484889742,18.11,Q,nędzny,910,1280,4,8,kontrowersyjny,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Polikarp Eich,484988427,19.06,P,nędzny,990,1280,4,5,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Bartosz Gierszewski,484936569,18.098,Q,nędzny,240,1280,2,5,kontrowersyjny,opanowany,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Damian,484910973,19.064,,nędzny,310,1080,5,5,sympatyczny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Cezary Wasielewski,484996679,19.061,,fatalny,3200,5080,5,6,kontrowersyjny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mateusz Rzymkowski,484992320,19.062,,nędzny,3450,1720,8,7,przyjemny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Adam Renowski,484979943,19.052,P,nędzny,260,1160,2,6,przyjemny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Beniamin Sieradzan,485000211,18.104,,nędzny,580,1160,7,4,przyjemny,z charakterem,szlachetny,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Bohdan Bursztynowicz,484974066,19.078,,fatalny,540,1160,6,5,przyjemny,z charakterem,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Teodor Brzeczkowski,484896522,19.061,,nędzny,1740,3400,7,4,kontrowersyjny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Bogdan Litwinek,485007792,19.063,,nędzny,1510,1560,5,6,sympatyczny,opanowany,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Bogdan Wojciechowski,484891461,19.083,,nędzny,310,1080,3,7,złośliwy,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Damian Roman,484994803,18.078,H,fatalny,850,1280,4,5,kontrowersyjny,opanowany,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Rafal Bysiak,484987235,19.002,,fatalny,800,1480,7,4,sympatyczny,spokojny,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Wlodzimierz Leczycki,484971863,19.007,T,nędzny,330,1080,3,4,przyjemny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Kolonko,484970908,18.081,,nędzny,280,1480,2,4,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Radomil Cuber,485010382,19.102,,nędzny,420,1160,3,4,przyjemny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Maciej Truchan,484995554,19.078,,fatalny,370,1160,5,4,przyjemny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Alan Nalepka,484964769,19.058,Q,nędzny,800,1160,5,4,złośliwy,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Roderyk Folga,484972660,19.06,,nędzny,1640,1320,7,6,popularny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jedrzej Cisewski,484929602,20.006,U,nędzny,540,1600,4,5,przyjemny,z charakterem,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Mariusz Kowynia,485008949,19.056,T,nędzny,1370,1600,3,5,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Witold Stefanczyk,484898958,19.065,,nędzny,490,1320,3,6,kontrowersyjny,opanowany,szlachetny,słaby,-,-,-,-,-,-,-,08.08.2024"
"Lukasz Kasiak,484964437,19.056,P,nędzny,1160,1520,7,5,sympatyczny,zrównoważony,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Wlodzimierz Lesiecki,484946695,19.073,H,nędzny,800,1160,7,6,przyjemny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Sebastian Wscieklica,485000337,19.054,,nędzny,1220,3080,5,5,kontrowersyjny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Zygmunt Chorab,484947480,19.071,H,nędzny,450,1280,5,6,przyjemny,zrównoważony,szlachetny,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Kosiorowski,484971204,19.075,,fatalny,890,1320,7,6,popularny,z charakterem,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Karol Zawadzinski,484931720,19.062,,fatalny,450,1160,4,6,złośliwy,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Artur Biedron,484966728,19.062,P,fatalny,500,1360,3,4,kontrowersyjny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Artur Szmalc,484959290,19.013,,nędzny,890,1560,3,5,sympatyczny,spokojny,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jakub Wadowiak,484977726,19.061,,fatalny,2450,1560,6,6,sympatyczny,porywczy,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Lubos,485023851,19.054,T,nędzny,1110,1160,7,5,kontrowersyjny,zrównoważony,prawy,kiepski,1,4,5,4,3,7,2,08.08.2024"
"Piotr Matwij,485017857,19.071,Q,nędzny,2610,2040,6,6,sympatyczny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Oleksandr Lesnichenko,485022070,20.007,U,nędzny,210,1080,4,4,przyjemny,zrównoważony,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Gustaw Matkowski,484987692,19.056,,nędzny,1100,1400,7,6,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Antoniusz Smialek,484976173,19.045,H,nędzny,2820,1960,7,7,sympatyczny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Szymek Rada,484989698,18.07,,nędzny,7460,2280,7,6,przyjemny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Kacper Aniol,485012123,19.009,U,nędzny,1040,1600,5,5,sympatyczny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Waldek Luc,484910307,19.065,T,nędzny,3610,2160,5,5,popularny,z charakterem,szlachetny,słaby,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Janczy,484965750,18.086,Q,nędzny,640,1160,7,5,sympatyczny,zrównoważony,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Mela,484965982,19.065,U,nędzny,1060,1520,7,5,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Daniel Molus,484969735,19.073,P,fatalny,450,1280,5,5,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Radoslaw Kosobudzki,484945265,19.098,T,nędzny,650,1160,4,4,złośliwy,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Franciszek Kotlowski,484971884,19.049,,fatalny,560,1160,6,5,przyjemny,z charakterem,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Szymon Urbanowski,484968455,19.047,,nędzny,510,1240,4,5,kontrowersyjny,z charakterem,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Gustaw Jaron,484930424,19.075,,nędzny,230,1160,4,4,kontrowersyjny,spokojny,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Gustaw Jaron,484930424,19.075,,nędzny,230,1160,4,4,kontrowersyjny,spokojny,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Ferdynand Cielemecki,484971792,18.107,P,nędzny,330,1080,3,4,sympatyczny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Baltazar Ponski,484971100,19.059,T,fatalny,1160,1720,3,5,sympatyczny,zrównoważony,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Grzegorz Bogalecki,484905276,19.07,,nędzny,310,1080,4,4,sympatyczny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Arkadiusz Wolandzik,484971086,19.092,,nędzny,420,1080,5,6,przyjemny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Piotr Checinski,484916751,19.101,,nędzny,2300,3400,3,6,przyjemny,zrównoważony,szlachetny,solidny,-,-,-,-,-,-,-,08.08.2024"
"Radoslaw Zdziech,484971290,19.063,H,fatalny,740,1360,4,5,sympatyczny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Dopierala,484918592,18.049,U,nędzny,130,1000,5,5,przyjemny,porywczy,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Grzegorz Szczesnowicz,484952078,19.068,,nędzny,280,1000,3,6,popularny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marek Swiergiel,484966552,19.023,Q,nędzny,110,1080,4,4,sympatyczny,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Artur Walaszczyk,485011149,19.06,H,fatalny,260,1160,7,5,kontrowersyjny,spokojny,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jan Frackowiak,485018424,19.075,U,nędzny,1370,1720,4,5,złośliwy,zrównoważony,prawy,słaby,1,6,7,3,4,5,4,08.08.2024"
"Jan Frackowiak,485018424,19.075,U,nędzny,1370,1720,4,5,złośliwy,zrównoważony,prawy,słaby,1,6,7,3,4,5,4,08.08.2024"
"Piotr Padalis,484947994,19.018,,nędzny,770,1480,6,4,kontrowersyjny,z charakterem,szlachetny,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Feliks Dziemianowicz,484972391,18.064,,nędzny,10,1000,6,5,przyjemny,spokojny,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Kajetan Lik,485016975,19.058,P,nędzny,760,1360,4,6,złośliwy,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Kazimierz Zbych,484946297,18.076,,nędzny,320,1160,7,5,kontrowersyjny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jakub Guck,484929925,19.084,,nędzny,1700,1320,5,5,złośliwy,spokojny,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Pankracy Romaszko,484913837,19.062,Q,nędzny,1160,1360,3,4,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Maciej Budkiewicz,484978892,18.028,P,fatalny,1670,1360,5,5,sympatyczny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Henryk Makula,484964990,19.067,,nędzny,680,1080,7,6,przyjemny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Zygfryd Steinert,484936414,19.051,,nędzny,1600,1560,6,5,kontrowersyjny,zrównoważony,prawy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Wojciech Padula,485003140,18.06,U,fatalny,910,1520,5,5,kontrowersyjny,porywczy,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Konat,484962519,19.016,,fatalny,730,1160,7,5,przyjemny,opanowany,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Isydor Kobin,484977148,18.088,Q,nędzny,100,1000,4,5,złośliwy,zrównoważony,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Henryk Bizon,484994468,19.064,,fatalny,490,1160,5,4,kontrowersyjny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Henryk Boniakowski,484897096,18.048,P,nędzny,790,1280,8,5,złośliwy,opanowany,prawy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Jan Rychlica,484964717,19.065,T,nędzny,620,1280,3,5,kontrowersyjny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Hektor Andrysiak,484994374,19.059,,nędzny,900,1560,3,5,kontrowersyjny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mateusz Haber,484899272,18.05,,fatalny,590,1160,5,4,kontrowersyjny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jozef Dlugon,485006103,20.011,,nędzny,1990,1560,7,6,złośliwy,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Damian Hejmej,484904544,19.035,P,nędzny,250,1080,5,5,sympatyczny,porywczy,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Zawilinski,484999881,19.078,T,nędzny,1470,1880,5,5,sympatyczny,opanowany,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Wiktor Kaus,485014281,18.02,Q,nędzny,410,1080,5,4,złośliwy,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Hieronim Cempura,484996557,18.105,,fatalny,150,1000,4,5,sympatyczny,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Czarnul,484966296,18.108,,nędzny,340,1080,5,5,sympatyczny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Apolinary Czok,484892422,19.098,,nędzny,2430,1640,6,6,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Franciszek Lodziana,484971317,19.038,,nędzny,2740,1800,5,6,sympatyczny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Wlodzimierz Lopacinski,484979463,19.032,,nędzny,1280,1400,5,5,przyjemny,opanowany,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Radoslaw Kulec,484967891,19.065,,nędzny,460,1160,7,5,przyjemny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Leopold Zysk,484970257,18.081,,nędzny,570,2520,3,5,sympatyczny,opanowany,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Fabrycjusz Stodolna,485013913,19.02,Q,nędzny,600,1360,6,5,przyjemny,porywczy,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Adrian Figarski,484970739,19.035,U,nędzny,590,1160,7,6,sympatyczny,z charakterem,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Patryk Kusmierczak,484901239,19.065,T,nędzny,500,1360,4,5,kontrowersyjny,porywczy,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Bartlomiej Wilkos,484922355,19.064,,fatalny,450,1240,4,5,kontrowersyjny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marek Jarek,484929877,19.064,T,nędzny,950,1280,7,6,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Hubert Malesinski,484883422,19.006,,nędzny,1220,1480,5,4,popularny,porywczy,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Gustaw Rzewnicki,484964468,19.055,,nędzny,340,1240,3,4,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"August Czepinski,485019246,19.064,,nędzny,700,1960,2,5,popularny,spokojny,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Marek Gorowski,485018986,19.056,U,fatalny,400,1160,2,5,popularny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jan Wojnecki,484977637,19.065,,nędzny,190,1080,4,7,przyjemny,zrównoważony,uczciwy,zadowalający,1,6,4,3,2,3,2,08.08.2024"
"Robert Tyblewski,484969876,19.016,,nędzny,480,1160,4,5,kontrowersyjny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Walerian Zuch,484991692,18.034,,nędzny,2990,2760,6,5,sympatyczny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Kamil Lamus,484884421,19.079,,nędzny,1280,1320,7,5,popularny,opanowany,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Olgierd Prochowicz,484994921,19.007,,nędzny,650,2200,7,5,sympatyczny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Celestyn Wloczewski,485001435,19.068,,nędzny,130,1000,5,5,złośliwy,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Dominik Wyrwinski,484976854,19.074,T,nędzny,260,1160,3,4,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Bogusz Sentkowski,484913350,19.073,H,nędzny,40,1000,8,5,kontrowersyjny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Zdzislaw Bzoma,484971314,20.012,H,fatalny,930,1280,4,5,przyjemny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Fabian Ziolkowski,484969839,20.002,,fatalny,440,1080,5,6,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Roman Jakuszewski,484967625,19.047,,nędzny,10,1960,5,5,złośliwy,z charakterem,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Patryk Pleskowicz,484995364,19.056,H,nędzny,3280,1960,5,6,popularny,z charakterem,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Slupinski,484893935,18.004,,fatalny,7060,9320,5,5,przyjemny,opanowany,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Gerwazy Szabala,484995445,19.061,P,fatalny,610,1280,2,5,popularny,zrównoważony,szlachetny,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Kacper Twarowski,485012567,19.057,P,nędzny,560,1160,7,6,przyjemny,porywczy,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Teofil Wielgusiak,484910926,18.022,Q,fatalny,1030,2240,3,5,kontrowersyjny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Piotr Putyra,484981042,19.007,,nędzny,690,1320,7,5,sympatyczny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Chojnowski,484969605,19.065,,nędzny,160,1080,4,5,przyjemny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Ireneusz Kiela,484911523,18.053,H,fatalny,910,1160,6,7,przyjemny,opanowany,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Henryk Stokwisz,484959674,19.067,T,fatalny,50,1000,4,5,kontrowersyjny,opanowany,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Bochenek,485001178,18.05,,nędzny,2040,1400,7,5,złośliwy,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Zygmunt Habryka,484955511,19.061,,nędzny,140,1000,2,5,przyjemny,spokojny,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Beniamin Budzinski,484971032,18.073,,nędzny,1090,1240,7,6,kontrowersyjny,opanowany,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Hugo Grys,484899228,19.073,,nędzny,290,1080,4,5,złośliwy,opanowany,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Ambrozy Mitek,485007108,19.057,Q,nędzny,900,1280,4,4,popularny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Sadza,484960638,19.071,,nędzny,740,2040,2,5,kontrowersyjny,z charakterem,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Mieczyslaw Bodura,484989791,19.076,,nędzny,370,1160,5,5,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Tobiasz Czachor,484970905,19.066,U,nędzny,30,1080,4,5,sympatyczny,z charakterem,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marcel Lakomy,484879467,19.091,P,nędzny,270,1160,4,5,przyjemny,opanowany,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Filip Dworzanczyk,484990578,19.062,T,fatalny,230,1000,4,5,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Grodzislaw Balcar,484945899,18.063,,nędzny,1180,1480,6,5,przyjemny,opanowany,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Wlodzimierz Biedka,484880083,19.071,,fatalny,1090,1240,6,7,sympatyczny,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Edward Perdek,484892977,19.069,P,nędzny,890,1360,4,6,sympatyczny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Felicjan Lenckowski,484978140,19.093,,nędzny,670,1240,3,4,kontrowersyjny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Zytomir Dyminski,484993257,19.064,,nędzny,150,1080,4,5,złośliwy,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Rudyk,484969545,18.069,,nędzny,100,1000,5,5,sympatyczny,z charakterem,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jakub Ostapowicz,484964907,19.041,P,nędzny,940,1720,4,4,sympatyczny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Wlodzimierz Rusniak,484968184,19.064,P,nędzny,590,1440,3,4,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Michal Odyniec,484973929,19.051,T,nędzny,370,1080,5,5,przyjemny,opanowany,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Niemyski,484981511,19.085,,nędzny,340,1240,2,5,przyjemny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Ignacy Kizior,484992818,19.061,,nędzny,180,1000,4,5,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Bartlomiej Listopad,484970330,19.002,T,nędzny,550,1360,2,5,kontrowersyjny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jonatan Piecuch,484965567,19.081,,nędzny,500,1160,7,5,przyjemny,spokojny,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
