"player,since,id,body,face,eyes,mouth,nose,hair,gentleness,aggressiveness,honesty,leadership"
"Patryk Niezgoda,3,478234141,bd2,f3,e29a,m21a,n21,h15,złośliwy,z charakterem,nieuczciwy,słaby"
"Pawel Wilkos,1,478264287,bd2,f9,e30c,m16c,n32,h13,sympatyczny,z charakterem,nieuczciwy,przeciętny"
"Andrzej Boczek,3,478232007,bd1,f1,e16c,m4c,n22,h1,sympatyczny,opanowany,uczciwy,kiepski"
"Zdzislaw Pangowski,1,478267582,bd1,f1,e21b,m7b,n12,h3,kontrowersyjny,spokojny,prawy,zadowalający"
"Dawid Krywult,1,478264899,bd7,f9,e28c,m16c,n24,h10,popularny,zrównoważony,uczciwy,kiepski"
"Kuba Zawierucha,2,478255632,bd11,f9,e35c,m9c,n32,h14,przyjemny,porywczy,uczciwy,nędzny"
"Henryk Stola,1,478264267,bd1,f5,e28a,m27a,n29,h10,złośliwy,zrównoważony,prawy,zadowalający"
"Ferdynand Wnuk-Lipinski,1,478276181,bd8,f9,e32c,m2c,n9,h3,przyjemny,porywczy,uczciwy,przeciętny"
"Bartosz Pawelek,1,478266856,bd11,f6,e34a,m14a,n19,h10,złośliwy,z charakterem,nieuczciwy,solidny"
"Marek Dzierba,1,478274862,bd12,f1,e29c,m19c,n8,h3,przyjemny,zrównoważony,uczciwy,kiepski"
"Piotr Langner,1,478263414,bd3,f3,e23a,m26a,n28,h9,złośliwy,porywczy,uczciwy,kiepski"
"Lukasz Niewypal,1,478272339,bd3,f6,e34a,m21a,n22,h8,złośliwy,spokojny,nieuczciwy,zadowalający"
"Rafal Koszarski,1,478264533,bd12,f7,e26b,m30b,n39,h3,kontrowersyjny,opanowany,uczciwy,słaby"
"Filip Mioduski,1,478265706,bd1,f1,e2c,m8c,n12,h5,przyjemny,zrównoważony,prawy,słaby"
"Cezary Dykiert,1,478258879,bd11,f4,e31c,m7c,n17,h3,popularny,z charakterem,uczciwy,słaby"
"Tomasz Glezman,3,478231969,bd7,f4,e30b,m16b,n28,h3,kontrowersyjny,opanowany,uczciwy,słaby"
"Rafal Kroczak,0,478276848,bd6,f6,e30c,m35c,n31,h2,przyjemny,zrównoważony,prawy,zadowalający"
"Daniel Tendera,1,478263948,bd9,f4,e3b,m2b,n14,h1,kontrowersyjny,zrównoważony,uczciwy,zadowalający"
"Ottfried Fronather,1,478270203,bd3,f3,e23c,m27c,n26,h12,przyjemny,zrównoważony,uczciwy,kiepski"
"Mieczyslaw Unierzynski,1,478262537,bd8,f6,e14b,m26b,n13,h5,kontrowersyjny,z charakterem,nieuczciwy,przeciętny"
"Zdzislaw Muzinski,1,478270295,bd10,f7,e12c,m31c,n28,h4,przyjemny,zrównoważony,nieuczciwy,przeciętny"
"Amadeusz Pospieszny,1,478259593,bd4,f5,e26b,m7b,n25,h13,kontrowersyjny,opanowany,uczciwy,zadowalający"
"Jedrzej Pioro,1,478275194,bd12,f6,e14c,m29c,n8,h6,przyjemny,z charakterem,prawy,przeciętny"
"Marek Guciak,1,478272588,bd12,f7,e24c,m37c,n39,h6,sympatyczny,zrównoważony,prawy,przeciętny"
"Emil Cieplicki,3,478228638,bd6,f9,e29a,m27a,n17,h14,złośliwy,zrównoważony,nieuczciwy,nędzny"
"Jacek Rozanski,1,478270431,bd9,f2,e10c,m3c,n24,h4,przyjemny,opanowany,uczciwy,słaby"
"Danylo Voznyuk,1,478267577,bd9,f8,e18b,m9b,n17,h3,kontrowersyjny,zrównoważony,prawy,słaby"
"Robert Bobinski,1,478274889,bd12,f8,e19c,m3c,n30,h4,przyjemny,zrównoważony,uczciwy,słaby"
"Stefan Kalka,2,478258404,bd6,f3,e13c,m4c,n23,h4,przyjemny,z charakterem,nieuczciwy,kiepski"
"Konrad Frajer,1,478271625,bd6,f5,e27b,m2b,n10,h14,kontrowersyjny,zrównoważony,prawy,kiepski"
"Szymon Zlotopolski,2,478258280,bd7,f6,e36b,m11b,n25,h3,kontrowersyjny,spokojny,prawy,słaby"
"Remigiusz Fronczak,1,478274611,bd1,f7,e32c,m33c,n15,h6,sympatyczny,porywczy,nieuczciwy,słaby"
"Damian Sabela,2,478253458,bd1,f7,e30c,m33c,n37,h12,popularny,z charakterem,podły,kiepski"
"Edward Gnacy,1,478264464,bd5,f9,e24c,m3c,n15,h1,popularny,spokojny,prawy,przeciętny"
"Dobrociech Trukawka,1,478263054,bd11,f5,e23c,m28c,n19,h10,przyjemny,z charakterem,nieuczciwy,nędzny"
"Wlodzimierz Szaj,0,478278904,bd1,f5,e34c,m34c,n27,h6,przyjemny,zrównoważony,uczciwy,solidny"
"Tymoteusz Grajper,1,478261084,bd4,f2,e14b,m14b,n8,h0,kontrowersyjny,opanowany,nieuczciwy,przeciętny"
"Arkadiusz Grzegorczyk,4,478226781,bd1,f8,e24b,m4b,n24,h10,kontrowersyjny,zrównoważony,uczciwy,przeciętny"
"Szymon Gorzelak,1,478265339,bd7,f4,e21c,m12c,n16,h14,przyjemny,z charakterem,nieuczciwy,przeciętny"
"Wlodzimierz Kulawiec,1,478261924,bd10,f4,e36a,m28a,n9,h5,złośliwy,zrównoważony,prawy,słaby"
"Artur Stolorz,1,478274391,bd3,f8,e35b,m32b,n29,h3,kontrowersyjny,zrównoważony,uczciwy,słaby"
"Miroslaw Wozna,1,478275272,bd11,f4,e27a,m30a,n10,h0,złośliwy,porywczy,uczciwy,słaby"
"Yaroslav Kalnyshevskyi,4,478227468,bd12,f5,e36c,m14c,n32,h12,sympatyczny,opanowany,prawy,kiepski"
"Maciej Szkudlarek,2,478252512,bd5,f7,e20c,m37c,n32,h4,sympatyczny,zrównoważony,uczciwy,zadowalający"
"Pawel Zdeb,1,478266454,bd11,f1,e18c,m16c,n18,h15,przyjemny,z charakterem,nieuczciwy,zadowalający"
"Nikodem Nibek,2,478237364,bd7,f4,e25c,m30c,n15,h10,przyjemny,opanowany,prawy,kiepski"
"Jonatan Luczak,1,478259760,bd9,f1,e26c,m30c,n1,h5,przyjemny,z charakterem,nieuczciwy,słaby"
"Kamil Syguda,3,478233955,bd1,f8,e36c,m19c,n24,h5,sympatyczny,porywczy,prawy,kiepski"
"Maciej Bublewicz,4,478224999,bd2,f1,e28c,m5c,n22,h3,przyjemny,porywczy,szlachetny,przeciętny"
"Ben Duchert,1,478264247,bd11,f8,e3c,m5c,n9,h13,sympatyczny,z charakterem,nieuczciwy,słaby"
"Ryszard Kurek,1,478269272,bd3,f8,e26b,m22b,n12,h6,kontrowersyjny,opanowany,prawy,przeciętny"
"Beniamin Brodowicz,0,478278039,bd9,f6,e10c,m39c,n14,h3,sympatyczny,z charakterem,prawy,słaby"
"Jacek Stepski,1,478266767,bd8,f5,e13b,m28b,n25,h14,kontrowersyjny,z charakterem,uczciwy,zadowalający"
"Arkadiusz Wciorka,3,478231041,bd12,f4,e10b,m4b,n16,h0,kontrowersyjny,opanowany,nieuczciwy,nędzny"
"Wieslaw Frohlich,0,478279053,bd8,f8,e18c,m35c,n34,h6,przyjemny,opanowany,uczciwy,solidny"
"Krystian Rzeski,1,478263147,bd1,f4,e12c,m13c,n14,h8,sympatyczny,zrównoważony,nieuczciwy,słaby"
"Jacek Gryglak,4,478224883,bd5,f3,e3b,m32b,n16,h9,kontrowersyjny,zrównoważony,uczciwy,słaby"
"Lukasz Wegrzyk,0,478228873,bd12,f5,e10b,m9b,n38,h0,kontrowersyjny,porywczy,prawy,zadowalający"
"Gilbert Marynowski,2,478243548,bd11,f5,e29c,m30c,n27,h10,sympatyczny,porywczy,prawy,przeciętny"
"Robert Fortuna,1,478263669,bd10,f8,e9b,m22b,n1,h1,kontrowersyjny,zrównoważony,uczciwy,przeciętny"
"Julian Spreng,4,478224793,bd5,f2,e26c,m18c,n35,h14,przyjemny,z charakterem,nieuczciwy,przeciętny"
"Dymitr Flicinski,1,478262109,bd3,f5,e3b,m28b,n10,h12,kontrowersyjny,z charakterem,uczciwy,słaby"
"Donald Berkowicz,1,478265934,bd12,f5,e13c,m34c,n19,h2,popularny,z charakterem,uczciwy,zadowalający"
"Slawomir Krzanik,1,478271012,bd3,f6,e9c,m21c,n10,h7,sympatyczny,z charakterem,uczciwy,nędzny"
"Donald Adwent,1,478259945,bd9,f4,e23c,m16c,n20,h1,sympatyczny,zrównoważony,nieuczciwy,przeciętny"
"Filip Chyla,3,478231391,bd12,f2,e8c,m26c,n12,h2,sympatyczny,porywczy,prawy,nędzny"
"Zenon Mlynek,2,478240210,bd4,f2,e9c,m1c,n9,h13,sympatyczny,z charakterem,prawy,słaby"
"Pawel Promilus,1,478263102,bd9,f2,e14c,m14c,n20,h10,popularny,z charakterem,nieuczciwy,zadowalający"
"Robert Pszczolkowski,1,478271878,bd7,f8,e35b,m23b,n23,h0,kontrowersyjny,z charakterem,nieuczciwy,przeciętny"
"Gabriel Bobrowski,1,478266430,bd1,f3,e22c,m8c,n4,h5,przyjemny,z charakterem,uczciwy,kiepski"
"Marek Cedzich,1,478262276,bd3,f7,e10c,m13c,n33,h10,sympatyczny,z charakterem,uczciwy,zadowalający"
"Adam Kubina,1,478266044,bd10,f1,e16c,m16c,n14,h13,przyjemny,opanowany,nieuczciwy,nędzny"
"Bernard Niemkiewicz,2,478240591,bd12,f9,e31c,m30c,n9,h9,sympatyczny,zrównoważony,uczciwy,przeciętny"
"Leon Pawlicki,1,478259771,bd4,f5,e31c,m21c,n24,h14,popularny,zrównoważony,uczciwy,kiepski"
"Karol Brzozowski,1,478268304,bd6,f8,e20c,m34c,n17,h4,sympatyczny,zrównoważony,nieuczciwy,zadowalający"
"Ludwik Paszkowski,2,478249360,bd1,f6,e26c,m38c,n29,h3,przyjemny,z charakterem,uczciwy,kiepski"
"Edward Kononczuk,1,478264995,bd8,f7,e35b,m34b,n38,h15,kontrowersyjny,zrównoważony,nieuczciwy,słaby"
"Jerzy Franczak,1,478275140,bd5,f4,e3c,m21c,n9,h13,przyjemny,opanowany,uczciwy,kiepski"
"Jerzy Jachec,1,478267088,bd12,f2,e13b,m26b,n19,h10,kontrowersyjny,spokojny,nieuczciwy,przeciętny"
"Piotr Korzeniecki,3,478228808,bd10,f7,e26c,m30c,n39,h0,sympatyczny,z charakterem,uczciwy,słaby"
"Rudolf Dadura,1,478261168,bd4,f6,e26a,m29a,n31,h3,złośliwy,opanowany,uczciwy,nędzny"
"Jozef Berecki,2,478258410,bd6,f3,e27b,m1b,n22,h0,kontrowersyjny,zrównoważony,nieuczciwy,nędzny"
"Jaroslaw Ryt,2,478257201,bd3,f7,e32c,m13c,n38,h5,przyjemny,opanowany,nieuczciwy,zadowalający"
"Jakub Jakubiak,4,478227476,bd12,f3,e27c,m29c,n26,h8,przyjemny,zrównoważony,uczciwy,przeciętny"
"Amadeusz Kobylarczyk,1,478270652,bd1,f7,e26c,m13c,n36,h8,przyjemny,opanowany,prawy,zadowalający"
"Swietopelk Teske,2,478246141,bd6,f6,e16c,m7c,n13,h3,popularny,opanowany,prawy,nędzny"
"Jakub Reczek,1,478261755,bd4,f5,e30c,m33c,n32,h1,sympatyczny,z charakterem,nieuczciwy,słaby"
"Mariusz Rudek,1,478264200,bd5,f8,e26b,m30b,n20,h13,kontrowersyjny,spokojny,uczciwy,słaby"
"Gerard Kusnierczak,1,478260996,bd4,f3,e34c,m26c,n26,h4,sympatyczny,zrównoważony,podły,solidny"
"Lukasz Ludwa,1,478261446,bd1,f1,e24a,m23a,n22,h8,złośliwy,zrównoważony,uczciwy,zadowalający"
"Szymon Gagat,2,478258138,bd1,f7,e23c,m35c,n36,h13,sympatyczny,zrównoważony,uczciwy,słaby"
"Marek Fajfer,1,478263134,bd2,f2,e2b,m19b,n28,h2,kontrowersyjny,z charakterem,uczciwy,solidny"
"Arkadiusz Lutka,1,478271695,bd6,f5,e13c,m33c,n31,h5,sympatyczny,z charakterem,nieuczciwy,nędzny"
"Edward Gancarczyk,2,478249373,bd3,f7,e12c,m31c,n32,h6,przyjemny,zrównoważony,uczciwy,solidny"
"Artur Kotula,1,478261860,bd7,f7,e28c,m33c,n28,h12,sympatyczny,zrównoważony,prawy,słaby"
"Maksymilian Gurbisz,1,478268519,bd10,f1,e22c,m18c,n16,h5,sympatyczny,z charakterem,uczciwy,słaby"
"Bartlomiej Masiak,2,478249210,bd9,f8,e22a,m4a,n15,h1,złośliwy,zrównoważony,uczciwy,kiepski"
"Stanislaw Biedrawa,2,478251358,bd3,f4,e22c,m3c,n36,h10,sympatyczny,spokojny,uczciwy,solidny"
"Juliusz Czeczot,2,478246442,bd7,f1,e26c,m20c,n19,h11,sympatyczny,opanowany,nieuczciwy,kiepski"
"Marek Fijolek,0,478278599,bd2,f8,e22c,m30c,n10,h4,sympatyczny,opanowany,uczciwy,słaby"
"Artur Szczudlinski,1,478264298,bd10,f2,e10c,m38c,n35,h2,przyjemny,zrównoważony,nieuczciwy,przeciętny"
"Konrad Tudek,2,478255826,bd8,f5,e23c,m5c,n37,h1,przyjemny,z charakterem,podły,solidny"
"Patryk Bogulak,1,478262042,bd7,f9,e32c,m14c,n30,h15,sympatyczny,zrównoważony,uczciwy,kiepski"
"Ireneusz Plotek,1,478263573,bd10,f5,e29c,m14c,n16,h4,sympatyczny,opanowany,nieuczciwy,zadowalający"
"Achacy Winiecki,1,478274188,bd4,f5,e29b,m21b,n19,h12,kontrowersyjny,zrównoważony,uczciwy,przeciętny"
"Dariusz Treichel,1,478267149,bd1,f8,e3c,m13c,n34,h3,sympatyczny,z charakterem,prawy,słaby"
"Marek Gryguc,1,478260550,bd3,f4,e12c,m35c,n25,h10,przyjemny,z charakterem,nieuczciwy,zadowalający"
"Gustaw Bis,1,478270148,bd1,f9,e35c,m33c,n12,h13,sympatyczny,z charakterem,uczciwy,słaby"
"Zenon Domian,1,478268737,bd2,f6,e24c,m15c,n31,h5,przyjemny,zrównoważony,uczciwy,przeciętny"
"Andrzej Twardosz,1,478274119,bd4,f7,e16c,m13c,n32,h4,popularny,z charakterem,nieuczciwy,słaby"
"Bartlomiej Gochnio,1,478267239,bd12,f4,e3c,m39c,n18,h2,sympatyczny,zrównoważony,uczciwy,zadowalający"
"Franciszek Koniarski,2,478245557,bd11,f9,e24c,m2c,n35,h8,przyjemny,spokojny,uczciwy,słaby"
"Marian Fizdulski,3,478233987,bd8,f4,e30c,m39c,n10,h10,popularny,opanowany,nieuczciwy,słaby"
"Gerwazy Zajk,1,478269641,bd11,f4,e36b,m7b,n36,h2,kontrowersyjny,zrównoważony,uczciwy,fatalny"
"Maciej Maszkowski,1,478263680,bd3,f8,e22c,m4c,n19,h3,sympatyczny,opanowany,uczciwy,kiepski"
"Lukasz Redzinski,1,478268668,bd6,f4,e31b,m28b,n19,h14,kontrowersyjny,opanowany,uczciwy,kiepski"
"Andrzej Rutowicz,3,478231238,bd3,f6,e9c,m16c,n20,h10,przyjemny,zrównoważony,uczciwy,słaby"
"Szymon Kornacki,4,478226933,bd7,f9,e34a,m4a,n26,h11,złośliwy,porywczy,uczciwy,słaby"
"Adrian Konrad,1,478272391,bd2,f1,e1c,m2c,n15,h1,przyjemny,zrównoważony,prawy,fatalny"
"Tadeusz Biolik,1,478261756,bd12,f3,e13c,m35c,n22,h14,przyjemny,zrównoważony,uczciwy,zadowalający"
"Artur Fas,2,478252613,bd9,f3,e25c,m7c,n31,h15,sympatyczny,z charakterem,szlachetny,słaby"
"Amadeusz Furmaga,2,478250779,bd3,f9,e30c,m23c,n32,h3,przyjemny,zrównoważony,uczciwy,zadowalający"
"Andrzej Siakala,1,478266475,bd2,f7,e24c,m31c,n38,h14,sympatyczny,zrównoważony,nieuczciwy,słaby"
"Krystian Dziedzic,1,478265364,bd6,f5,e33b,m11b,n31,h2,kontrowersyjny,opanowany,uczciwy,przeciętny"
"Robert Wloczewski,1,478275682,bd11,f3,e29b,m10b,n18,h1,kontrowersyjny,z charakterem,prawy,słaby"
"Waclaw Lesniewicz,4,478225681,bd4,f6,e24c,m24c,n4,h9,przyjemny,opanowany,prawy,słaby"
"Sobieslaw Puszczyk,4,478225943,bd12,f7,e36b,m14b,n15,h10,kontrowersyjny,opanowany,uczciwy,fatalny"
"Aleksander Dobraczynski,1,478270529,bd11,f3,e13c,m28c,n23,h2,przyjemny,opanowany,uczciwy,słaby"
"Bohdan Ciborski,1,478259120,bd12,f6,e26b,m30b,n30,h13,kontrowersyjny,opanowany,prawy,zadowalający"
"Jacek Peksa,1,478265549,bd5,f9,e34c,m28c,n19,h14,sympatyczny,z charakterem,prawy,kiepski"
"Karol Marcisz,2,478250218,bd6,f4,e10c,m2c,n3,h13,przyjemny,zrównoważony,uczciwy,nędzny"
"Jan Siegert,3,478231177,bd5,f4,e12c,m4c,n9,h2,przyjemny,zrównoważony,uczciwy,słaby"
"Albert Kanik,1,478271150,bd2,f4,e36c,m28c,n9,h3,sympatyczny,zrównoważony,nieuczciwy,nędzny"
"Rafal Czernek,1,478270487,bd5,f7,e35b,m37b,n37,h1,kontrowersyjny,zrównoważony,nieuczciwy,kiepski"
"Bogumil Drzystek,1,478226782,bd12,f4,e27c,m4c,n22,h10,przyjemny,opanowany,szlachetny,przeciętny"
"Emilian Buczynski,1,478262526,bd2,f3,e4c,m3c,n18,h0,przyjemny,spokojny,uczciwy,kiepski"
"Jan Kobielusz,3,478229552,bd1,f5,e10c,m36c,n27,h12,przyjemny,zrównoważony,prawy,kiepski"
"Stanislaw Kuszaj,3,478228877,bd4,f2,e10c,m9c,n20,h5,przyjemny,opanowany,prawy,przeciętny"
"Tomasz Zietak,1,478263404,bd3,f9,e29c,m7c,n4,h5,przyjemny,opanowany,uczciwy,nędzny"
"Dariusz Ozygala,3,478229846,bd6,f1,e23a,m9a,n7,h4,złośliwy,z charakterem,uczciwy,słaby"
"Dominik Poliwoda,1,478269048,bd5,f6,e22c,m11c,n3,h2,przyjemny,opanowany,uczciwy,kiepski"
"Tomasz Kierepka,1,478263623,bd8,f7,e12a,m40a,n32,h14,złośliwy,zrównoważony,uczciwy,zadowalający"
"Henryk Tomon,1,478272249,bd1,f3,e27b,m34b,n26,h13,kontrowersyjny,porywczy,uczciwy,nędzny"
"Emil Babiarczyk,1,478259800,bd2,f8,e17c,m27c,n31,h10,przyjemny,zrównoważony,nieuczciwy,słaby"
"Rafal Koperwas,1,478262143,bd1,f1,e25b,m39b,n2,h12,kontrowersyjny,z charakterem,nieuczciwy,słaby"
"Lukasz Lato,1,478264364,bd12,f4,e36b,m6b,n22,h2,kontrowersyjny,spokojny,uczciwy,przeciętny"
"Artur Bogdan,1,478264884,bd1,f5,e10c,m33c,n38,h4,przyjemny,zrównoważony,uczciwy,przeciętny"
"Jozef Dados,1,478262161,bd5,f8,e2c,m24c,n29,h8,przyjemny,zrównoważony,podły,słaby"
"Waldek Pastwa,2,478249894,bd9,f6,e8c,m29c,n3,h2,sympatyczny,zrównoważony,nieuczciwy,słaby"
"Franciszek Zolnowski,1,478263567,bd10,f2,e15c,m31c,n10,h1,sympatyczny,zrównoważony,nieuczciwy,słaby"
"Achacy Kondrak,1,478275527,bd11,f9,e34b,m7b,n12,h6,kontrowersyjny,z charakterem,prawy,kiepski"
"Tadeusz Petelicki,1,478264429,bd5,f8,e22c,m4c,n6,h10,sympatyczny,zrównoważony,prawy,nędzny"
"Rafal Slowacki,1,478268352,bd10,f9,e30c,m24c,n24,h3,przyjemny,z charakterem,uczciwy,przeciętny"
"Marian Grabarkiewicz,1,478274569,bd7,f2,e7b,m13b,n23,h6,kontrowersyjny,z charakterem,uczciwy,nędzny"
"Krzysztof Kutylo,3,478228461,bd3,f1,e26c,m13c,n14,h10,sympatyczny,z charakterem,prawy,słaby"
"Kostiantyn Dovbyk,1,478270179,bd3,f5,e12c,m21c,n26,h15,sympatyczny,zrównoważony,uczciwy,słaby"
"Tomasz Tarnawa,3,478236366,bd8,f1,e34c,m5c,n26,h0,przyjemny,zrównoważony,uczciwy,nędzny"
"Borys Dolomisiewicz,1,478275874,bd7,f1,e25c,m7c,n27,h1,przyjemny,opanowany,prawy,słaby"
"Jerzy Samulak,2,478258600,bd6,f7,e22b,m33b,n36,h6,kontrowersyjny,zrównoważony,uczciwy,zadowalający"
"Henryk Nycz,1,478265526,bd11,f2,e3b,m35b,n13,h8,kontrowersyjny,z charakterem,nieuczciwy,przeciętny"
"Kordian Manski,1,478262889,bd2,f2,e27b,m19b,n24,h5,kontrowersyjny,opanowany,uczciwy,przeciętny"
"Kwiryn Czarski,3,478228338,bd4,f3,e25c,m39c,n13,h2,przyjemny,opanowany,nieuczciwy,nędzny"
"Aleksander Glinka,1,478269664,bd12,f1,e34b,m7b,n12,h5,kontrowersyjny,zrównoważony,uczciwy,słaby"
"Eugeniusz Dobiecki,1,478262439,bd9,f5,e22c,m13c,n26,h1,przyjemny,opanowany,podły,słaby"
"Ariel Ciecka,2,478251073,bd7,f4,e28b,m6b,n18,h8,kontrowersyjny,zrównoważony,uczciwy,przeciętny"
"Jacek Chrzuszcz,3,478230108,bd9,f7,e24c,m32c,n28,h2,przyjemny,porywczy,prawy,kiepski"
"Aleks Giza,1,478264366,bd3,f8,e3c,m24c,n35,h3,przyjemny,opanowany,podły,słaby"
"Walenty Kornak,1,478262626,bd7,f9,e10c,m27c,n20,h12,sympatyczny,porywczy,prawy,nędzny"
"Maciej Czaplicki,0,478278532,bd2,f6,e15b,m32b,n6,h14,kontrowersyjny,zrównoważony,uczciwy,przeciętny"
"Dariusz Kwapien,2,478248113,bd11,f2,e1c,m18c,n11,h0,przyjemny,opanowany,nieuczciwy,przeciętny"
"Krzysztof Oramus,1,478271623,bd3,f2,e21c,m18c,n28,h3,sympatyczny,z charakterem,uczciwy,słaby"
"Grzegorz Breczko,1,478270289,bd1,f2,e24c,m25c,n22,h14,przyjemny,zrównoważony,uczciwy,solidny"
"Dariusz Jach,3,478235044,bd2,f8,e10b,m35b,n22,h0,kontrowersyjny,opanowany,prawy,słaby"
"Dobrogost Romaniszyn,2,478248019,bd4,f5,e24c,m21c,n27,h5,sympatyczny,zrównoważony,szlachetny,słaby"
"Kasjusz Nurek,1,478264072,bd6,f8,e9c,m9c,n34,h7,sympatyczny,zrównoważony,prawy,zadowalający"
"Roman Adameczek,1,478262640,bd5,f3,e29c,m11c,n28,h7,sympatyczny,zrównoważony,nieuczciwy,słaby"
"Jacek Zwierzchlewski,1,478267793,bd12,f7,e24c,m31c,n37,h6,popularny,zrównoważony,prawy,kiepski"
"Apoloniusz Fiolek,1,478266049,bd1,f5,e27b,m7b,n27,h5,kontrowersyjny,opanowany,nieuczciwy,przeciętny"
"Mieczyslaw Raben,1,478266469,bd4,f8,e21b,m27b,n29,h13,kontrowersyjny,zrównoważony,szlachetny,solidny"
"Szymon Bajur,3,478233854,bd4,f5,e3c,m30c,n38,h0,popularny,zrównoważony,prawy,nędzny"
"Jan Rubin,1,478263997,bd3,f6,e28c,m32c,n17,h5,popularny,zrównoważony,uczciwy,przeciętny"
"Arkady Slodyczka,1,478271412,bd10,f4,e24c,m13c,n3,h5,sympatyczny,z charakterem,prawy,zadowalający"
"Jonasz Zabecki,1,478272563,bd3,f8,e2c,m29c,n24,h7,sympatyczny,zrównoważony,prawy,słaby"
"Scibor Erdmann,1,478274825,bd1,f4,e22b,m16b,n12,h13,kontrowersyjny,z charakterem,uczciwy,słaby"
"Maciej Zbroinski,1,478272125,bd12,f3,e27c,m15c,n22,h10,sympatyczny,opanowany,uczciwy,zadowalający"
"Eugeniusz Walo,2,478256222,bd12,f7,e26c,m13c,n35,h2,przyjemny,opanowany,nieuczciwy,przeciętny"
"Wladyslaw Derela,1,478268537,bd12,f3,e25b,m34b,n22,h15,kontrowersyjny,z charakterem,uczciwy,słaby"
"Edmund Puzon,1,478262198,bd7,f6,e15c,m8c,n11,h12,sympatyczny,zrównoważony,uczciwy,zadowalający"
"Jan Sejud,1,478263204,bd2,f6,e30c,m26c,n1,h12,sympatyczny,zrównoważony,podły,nędzny"
"Krzysztof Struk,1,478262606,bd4,f9,e10c,m9c,n33,h1,sympatyczny,zrównoważony,uczciwy,zadowalający"
"Fabrycjusz Lapaj,1,478274393,bd2,f5,e24c,m14c,n39,h1,sympatyczny,opanowany,uczciwy,słaby"
"Dominik Wydra,4,478225488,bd1,f3,e25a,m26c,n27,h14,kontrowersyjny,zrównoważony,podły,zadowalający"
"Kazimierz Stolar,3,478229124,bd11,f8,e24c,m35c,n9,h10,popularny,opanowany,nieuczciwy,zadowalający"
"Drogoslaw Stasiak,1,478261535,bd1,f4,e34c,m13c,n35,h4,sympatyczny,spokojny,nieuczciwy,słaby"
"Tadeusz Sytniewski,1,478266269,bd12,f4,e32c,m4c,n25,h1,przyjemny,opanowany,nieuczciwy,przeciętny"
"Lech Cynk,1,478272030,bd3,f4,e32c,m24c,n25,h13,przyjemny,spokojny,nieuczciwy,przeciętny"
"Maurycy Rola,3,478228922,bd4,f5,e22c,m2c,n15,h5,popularny,zrównoważony,uczciwy,kiepski"
"Wincenty Lipka,0,478279044,bd6,f5,e3c,m34c,n4,h14,przyjemny,z charakterem,uczciwy,przeciętny"
"Marcin Grajoszek,1,478273367,bd9,f7,e27c,m38c,n37,h5,popularny,zrównoważony,uczciwy,kiepski"
"Emiliusz Hajdukiewicz,1,478268068,bd2,f8,e17c,m33c,n26,h5,sympatyczny,zrównoważony,nieuczciwy,nędzny"
"Tadeusz Waraczewski,1,478268524,bd8,f2,e19a,m27a,n35,h8,złośliwy,porywczy,prawy,kiepski"
"Jaroslaw Drzewiecki,3,478228443,bd4,f8,e28c,m36c,n24,h1,przyjemny,z charakterem,podły,przeciętny"
"Robert Czubernat,3,478229031,bd9,f1,e25a,m21a,n4,h0,złośliwy,zrównoważony,nieuczciwy,zadowalający"
"Grzegorz Lezniak,1,478267955,bd3,f2,e6c,m1c,n24,h4,sympatyczny,spokojny,prawy,zadowalający"
"Adrian Siebida,1,478264751,bd6,f8,e3c,m22c,n24,h13,popularny,opanowany,prawy,słaby"
"Piotr Klebacz,0,478228399,bd12,f9,e29b,m30b,n4,h4,kontrowersyjny,zrównoważony,prawy,przeciętny"
"Gawel Kwasinski,1,478273807,bd1,f4,e12c,m8c,n17,h4,przyjemny,opanowany,nieuczciwy,kiepski"
"Franciszek Stanislawski,1,478267336,bd10,f5,e26c,m27c,n14,h1,popularny,opanowany,uczciwy,słaby"
"Dominik Gajdzik,1,478272625,bd3,f9,e36c,m23c,n32,h1,sympatyczny,zrównoważony,szlachetny,kiepski"
"Marcin Czyzowicz,3,478228760,bd12,f7,e16a,m40a,n38,h15,złośliwy,porywczy,uczciwy,słaby"
"Jozef Czubkowski,0,478276481,bd9,f2,e26c,m37c,n19,h0,sympatyczny,zrównoważony,uczciwy,kiepski"
"Damian Winnik,1,478261116,bd5,f8,e11c,m2c,n15,h10,przyjemny,zrównoważony,nieuczciwy,zadowalający"
"Piotr Kusinski,3,478230356,bd8,f7,e22c,m14c,n15,h8,sympatyczny,z charakterem,uczciwy,fatalny"
"Zbigniew Klysz,1,478261023,bd6,f2,e9a,m32a,n22,h8,złośliwy,zrównoważony,uczciwy,słaby"
"Przemyslaw Biardzki,1,478265998,bd12,f7,e3c,m37c,n32,h3,przyjemny,z charakterem,uczciwy,słaby"
"Ludwik Pindelski,2,478242969,bd3,f8,e2c,m31c,n19,h1,sympatyczny,spokojny,prawy,kiepski"
"Igor Mrzyglod,2,478241830,bd2,f3,e10b,m3b,n39,h5,kontrowersyjny,porywczy,nieuczciwy,słaby"
"Edmund Kofan,1,478262224,bd8,f3,e13c,m16c,n15,h0,sympatyczny,zrównoważony,nieuczciwy,nędzny"
"Ryszard Kupniewski,1,478265030,bd1,f3,e29c,m39c,n21,h7,przyjemny,opanowany,prawy,przeciętny"
